liberia,bomi county,cases,41,126,0.2481144248216919,-0.896208625943164
liberia,bomi county,deaths,13,126,0.2481144248216919,-0.896208625943164
liberia,bomi county,probable cases,28,126,0.2481144248216919,-0.896208625943164
liberia,bomi county,cases,41,129,0.2481144248216919,-0.896208625943164
liberia,bomi county,deaths,14,129,0.2481144248216919,-0.896208625943164
liberia,bomi county,probable cases,28,129,0.2481144248216919,-0.896208625943164
liberia,bomi county,cases,41,130,0.2481144248216919,-0.896208625943164
liberia,bomi county,deaths,14,130,0.2481144248216919,-0.896208625943164
liberia,bomi county,probable cases,28,130,0.2481144248216919,-0.896208625943164
liberia,bomi county,cases,41,131,0.2481144248216919,-0.896208625943164
liberia,bomi county,deaths,14,131,0.2481144248216919,-0.896208625943164
liberia,bomi county,probable cases,28,131,0.2481144248216919,-0.896208625943164
liberia,bomi county,cases,41,132,0.2481144248216919,-0.896208625943164
liberia,bomi county,confirmed cases,9,132,0.2481144248216919,-0.896208625943164
liberia,bomi county,deaths,14,132,0.2481144248216919,-0.896208625943164
liberia,bomi county,probable cases,28,132,0.2481144248216919,-0.896208625943164
liberia,bomi county,cases,46,136,0.2481144248216919,-0.896208625943164
liberia,bomi county,confirmed cases,21,136,0.2481144248216919,-0.896208625943164
liberia,bomi county,deaths,29,136,0.2481144248216919,-0.896208625943164
liberia,bomi county,new cases,0,136,0.2481144248216919,-0.896208625943164
liberia,bomi county,probable cases,24,136,0.2481144248216919,-0.896208625943164
liberia,bomi county,cases,46,137,0.2481144248216919,-0.896208625943164
liberia,bomi county,confirmed cases,21,137,0.2481144248216919,-0.896208625943164
liberia,bomi county,deaths,29,137,0.2481144248216919,-0.896208625943164
liberia,bomi county,new cases,0,137,0.2481144248216919,-0.896208625943164
liberia,bomi county,probable cases,24,137,0.2481144248216919,-0.896208625943164
liberia,bomi county,cases,46,138,0.2481144248216919,-0.896208625943164
liberia,bomi county,confirmed cases,21,138,0.2481144248216919,-0.896208625943164
